P3, tp=0, ts=0
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=121760317
P1, tp=22, ts=22, x0=459927216
P0, tp=22, ts=22, x0=250073957
P1, tp=22, ts=22, x0=100122544
P2, tp=22, ts=22, x0=597632925
P1, tp=22, ts=22, x0=338557815
P1, tp=22, ts=22, x0=255512503
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=977413822
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=934450641
P0, tp=22, ts=22, x0=913941616
P1, tp=22, ts=22, x0=930669720
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=913941616
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=934450641
P0, tp=22, ts=22, x0=938839488
P1, tp=22, ts=22, x0=494291390
P2, tp=22, ts=22, x0=263567713
P1, tp=22, ts=22, x0=752907118
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=934176317
P0, tp=22, ts=22, x0=403668273
P0, tp=22, ts=22, x0=143074998
P0, tp=22, ts=22, x0=203816467
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=146760125
P0, tp=22, ts=22, x0=238155935
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=776889371
P1, tp=22, ts=22, x0=146760125
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=278943107
P0, tp=22, ts=22, x0=796907427
P2, tp=22, ts=22, x0=407594084
P2, tp=22, ts=22, x0=658184726
P0, tp=22, ts=22, x0=54517853
P1, tp=22, ts=22, x0=32578113
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=820120038
P2, tp=22, ts=22, x0=183443088
P1, tp=22, ts=22, x0=595704073
P1, tp=22, ts=22, x0=579126396
P1, tp=22, ts=22, x0=407594084
P2, tp=22, ts=22, x0=52270696
P2, tp=22, ts=22, x0=746929292
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=776889371
P2, tp=22, ts=22, x0=381391000
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=996675445
P1, tp=22, ts=22, x0=844228779
P2, tp=22, ts=22, x0=489694900
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=955828528
P0, tp=22, ts=22, x0=609865156
P0, tp=22, ts=22, x0=894140986
P1, tp=22, ts=22, x0=963003125
P0, tp=22, ts=22, x0=52270696
P1, tp=22, ts=22, x0=963003125
P2, tp=22, ts=22, x0=54517853
P0, tp=22, ts=22, x0=955828528
P2, tp=22, ts=22, x0=403668273
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=321370959
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=361439535
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=776889371
P0, tp=22, ts=22, x0=969710850
P2, tp=22, ts=22, x0=996675445
P0, tp=22, ts=22, x0=805442541
P1, tp=22, ts=22, x0=642262879
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=597632925
P1, tp=22, ts=22, x0=460661346
P2, tp=22, ts=22, x0=474016375
P0, tp=22, ts=22, x0=255512503
P2, tp=22, ts=22, x0=974832256
P1, tp=22, ts=22, x0=421726920
P1, tp=22, ts=22, x0=54517853
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=844228779
P2, tp=22, ts=22, x0=250073957
P2, tp=22, ts=22, x0=268050227
P1, tp=22, ts=22, x0=340534782
P0, tp=22, ts=22, x0=268050227
P0, tp=22, ts=22, x0=32578113
P0, tp=22, ts=22, x0=321370959
P1, tp=22, ts=22, x0=407594084
P1, tp=22, ts=22, x0=417325568
P0, tp=22, ts=22, x0=735668057
P2, tp=22, ts=22, x0=597632925
P2, tp=22, ts=22, x0=381391000
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=1352172
P2, tp=22, ts=22, x0=579126396
P0, tp=22, ts=22, x0=894140986
P1, tp=22, ts=22, x0=49148394
P1, tp=22, ts=22, x0=912236717
P2, tp=22, ts=22, x0=658184726
P2, tp=22, ts=22, x0=658184726
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=54517853
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=14912426
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112764350
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=735668057
P0, tp=22, ts=22, x0=580855285
P2, tp=22, ts=22, x0=203816467
P1, tp=22, ts=22, x0=146760125
P0, tp=22, ts=22, x0=285919906
P2, tp=22, ts=22, x0=32578113
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=49148394
P1, tp=22, ts=22, x0=421726920
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=820120038
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=743208592
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=162970005
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=100122544
P1, tp=22, ts=22, x0=913941616
P2, tp=22, ts=22, x0=52270696
P1, tp=22, ts=22, x0=340534782
P0, tp=22, ts=22, x0=381391000
P1, tp=22, ts=22, x0=141612178
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=976203070
P0, tp=22, ts=22, x0=752907118
P2, tp=22, ts=22, x0=805442541
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=459927216
P0, tp=22, ts=22, x0=401263287
P1, tp=22, ts=22, x0=401263287
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=805442541
P0, tp=22, ts=22, x0=285919906
P2, tp=22, ts=22, x0=169155901
P2, tp=22, ts=22, x0=750577458
P1, tp=22, ts=22, x0=735668057
P2, tp=22, ts=22, x0=32578113
P2, tp=22, ts=22, x0=301823451
P0, tp=22, ts=22, x0=793021641
P0, tp=22, ts=22, x0=40410170
P1, tp=22, ts=22, x0=284825255
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=487335733
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=793021641
P2, tp=22, ts=22, x0=848937465
P2, tp=22, ts=22, x0=938839488
P1, tp=22, ts=22, x0=752907118
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=346761683
P0, tp=22, ts=22, x0=947148465
P0, tp=22, ts=22, x0=756946741
P2, tp=22, ts=22, x0=776889371
P1, tp=22, ts=22, x0=818761493
P0, tp=22, ts=22, x0=494291390
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=902511435
P0, tp=22, ts=22, x0=517602022
P0, tp=22, ts=22, x0=894140986
P1, tp=22, ts=22, x0=955828528
P1, tp=22, ts=22, x0=743208592
P2, tp=22, ts=22, x0=609865156
P1, tp=22, ts=22, x0=894140986
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=996675445
P1, tp=22, ts=22, x0=284825255
P0, tp=22, ts=22, x0=230489810
P0, tp=22, ts=22, x0=818761493
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=255512503
P0, tp=22, ts=22, x0=969710850
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=52270696
P2, tp=22, ts=22, x0=381391000
P0, tp=22, ts=22, x0=421726920
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=361439535
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=203816467
P1, tp=22, ts=22, x0=977413822
P2, tp=22, ts=22, x0=321370959
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=597632925
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=381391000
P0, tp=22, ts=22, x0=346761683
P0, tp=22, ts=22, x0=642262879
P0, tp=22, ts=22, x0=844228779
P0, tp=22, ts=22, x0=934450641
P0, tp=22, ts=22, x0=848937465
P0, tp=22, ts=22, x0=973771646
P1, tp=22, ts=22, x0=49541882
P2, tp=22, ts=22, x0=776889371
P0, tp=22, ts=22, x0=755033784
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=146760125
P1, tp=22, ts=22, x0=346761683
P2, tp=22, ts=22, x0=882805548
P2, tp=22, ts=22, x0=850089323
P2, tp=22, ts=22, x0=1352172
P2, tp=22, ts=22, x0=263567713
P2, tp=22, ts=22, x0=407594084
P0, tp=22, ts=22, x0=149328144
P1, tp=22, ts=22, x0=100122544
P2, tp=22, ts=22, x0=580855285
P2, tp=22, ts=22, x0=183443088
P2, tp=22, ts=22, x0=973771646
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=466478088
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=727958796
P0, tp=22, ts=22, x0=818761493
P2, tp=22, ts=22, x0=238155935
P1, tp=22, ts=22, x0=238155935
P2, tp=22, ts=22, x0=727958796
P0, tp=22, ts=22, x0=977413822
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112175650
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=755033784
P0, tp=22, ts=22, x0=8811393
P0, tp=22, ts=22, x0=136318967
P0, tp=22, ts=22, x0=421726920
P1, tp=22, ts=22, x0=894140986
P0, tp=22, ts=22, x0=517602022
P2, tp=22, ts=22, x0=49541882
P0, tp=22, ts=22, x0=8811393
P0, tp=22, ts=22, x0=32578113
P1, tp=22, ts=22, x0=136318967
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=687640763
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=49148394
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=750577458
P2, tp=22, ts=22, x0=174799814
P2, tp=22, ts=22, x0=609865156
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112764350
P2, tp=22, ts=22, x0=520101733
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=776889371
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=517602022
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=829055351
P2, tp=22, ts=22, x0=969710850
P2, tp=22, ts=22, x0=517602022
P2, tp=22, ts=22, x0=580855285
P1, tp=22, ts=22, x0=934176317
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=597632925
P0, tp=22, ts=22, x0=459927216
P0, tp=22, ts=22, x0=912236717
P2, tp=22, ts=22, x0=316173402
P0, tp=22, ts=22, x0=470838247
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112764350
P1, tp=22, ts=22, x0=316173402
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=174799814
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=49541882
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=49541882
P2, tp=22, ts=22, x0=973771646
P1, tp=22, ts=22, x0=746929292
P2, tp=22, ts=22, x0=489694900
P0, tp=22, ts=22, x0=14912426
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=631568718
P2, tp=22, ts=22, x0=238155935
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=233401833
P2, tp=22, ts=22, x0=969710850
P1, tp=22, ts=22, x0=746929292
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=597632925
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=470838247
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=466478088
P1, tp=22, ts=22, x0=381391000
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=271744862
P1, tp=22, ts=22, x0=121760317
P1, tp=22, ts=22, x0=294093012
P1, tp=22, ts=22, x0=401263287
P1, tp=22, ts=22, x0=421726920
P1, tp=22, ts=22, x0=963003125
P0, tp=22, ts=22, x0=29682757
P0, tp=22, ts=22, x0=255512503
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=459050696
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=489694900
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=263567713
P2, tp=22, ts=22, x0=354214678
P0, tp=22, ts=22, x0=793021641
P0, tp=22, ts=22, x0=517602022
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=29682757
P0, tp=22, ts=22, x0=955828528
P0, tp=22, ts=22, x0=217982380
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=855910067
P1, tp=22, ts=22, x0=818761493
P0, tp=22, ts=22, x0=112764350
P0, tp=22, ts=22, x0=157168556
P2, tp=22, ts=22, x0=340534782
P0, tp=22, ts=22, x0=136318967
P0, tp=22, ts=22, x0=580855285
P0, tp=22, ts=22, x0=658184726
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=756106264
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=976203070
P1, tp=22, ts=22, x0=517602022
P0, tp=22, ts=22, x0=517602022
P1, tp=22, ts=22, x0=793021641
P0, tp=22, ts=22, x0=776889371
P2, tp=22, ts=22, x0=520101733
P1, tp=22, ts=22, x0=294093012
P1, tp=22, ts=22, x0=203816467
P2, tp=22, ts=22, x0=285919906
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=474016375
P0, tp=22, ts=22, x0=230489810
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=32578113
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=149328144
P0, tp=22, ts=22, x0=844228779
P1, tp=22, ts=22, x0=882805548
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=912236717
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=938839488
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=217982380
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=183443088
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=645084791
P1, tp=22, ts=22, x0=706203899
P0, tp=22, ts=22, x0=706203899
P0, tp=22, ts=22, x0=580855285
P1, tp=22, ts=22, x0=268538251
P2, tp=22, ts=22, x0=848937465
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=230489810
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=969710850
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=580855285
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=112764350
P2, tp=22, ts=22, x0=973771646
P1, tp=22, ts=22, x0=850089323
P0, tp=22, ts=22, x0=706203899
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=756106264
P2, tp=22, ts=22, x0=121760317
P1, tp=22, ts=22, x0=203816467
P2, tp=22, ts=22, x0=459050696
P0, tp=22, ts=22, x0=346761683
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=459927216
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=268050227
P1, tp=22, ts=22, x0=337479393
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=912236717
P1, tp=22, ts=22, x0=233401833
P0, tp=22, ts=22, x0=631568718
P2, tp=22, ts=22, x0=421726920
P2, tp=22, ts=22, x0=89646156
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=466855386
P0, tp=22, ts=22, x0=268538251
P2, tp=22, ts=22, x0=54517853
P1, tp=22, ts=22, x0=755033784
P0, tp=22, ts=22, x0=354214678
P0, tp=22, ts=22, x0=947148465
P2, tp=22, ts=22, x0=162970005
P2, tp=22, ts=22, x0=271744862
P1, tp=22, ts=22, x0=255512503
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=776889371
P1, tp=22, ts=22, x0=470838247
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=271744862
P2, tp=22, ts=22, x0=844228779
P2, tp=22, ts=22, x0=793021641
P1, tp=22, ts=22, x0=574995514
P0, tp=22, ts=22, x0=354214678
P2, tp=22, ts=22, x0=233401833
P1, tp=22, ts=22, x0=796907427
P2, tp=22, ts=22, x0=829055351
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=29682757
P2, tp=22, ts=22, x0=346761683
P1, tp=22, ts=22, x0=284825255
P2, tp=22, ts=22, x0=934176317
P0, tp=22, ts=22, x0=169155901
P0, tp=22, ts=22, x0=913941616
P1, tp=22, ts=22, x0=196324017
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=403668273
P0, tp=22, ts=22, x0=963003125
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=340534782
P0, tp=22, ts=22, x0=912236717
P2, tp=22, ts=22, x0=263567713
P1, tp=22, ts=22, x0=466855386
P1, tp=22, ts=22, x0=894140986
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=882805548
P0, tp=22, ts=22, x0=255512503
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=818761493
P0, tp=22, ts=22, x0=517602022
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=616702413
P1, tp=22, ts=22, x0=217982380
P1, tp=22, ts=22, x0=977413822
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=818761493
P2, tp=22, ts=22, x0=882805548
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=517602022
P1, tp=22, ts=22, x0=316173402
P2, tp=22, ts=22, x0=278943107
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=14912426
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=977413822
P1, tp=22, ts=22, x0=321370959
P1, tp=22, ts=22, x0=609865156
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=912236717
P0, tp=22, ts=22, x0=597632925
P2, tp=22, ts=22, x0=597632925
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=268538251
P0, tp=22, ts=22, x0=912236717
P2, tp=22, ts=22, x0=597632925
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=706203899
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=489694900
P1, tp=22, ts=22, x0=706203899
P0, tp=22, ts=22, x0=14912426
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112764350
P1, tp=22, ts=22, x0=285919906
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=143074998
P2, tp=22, ts=22, x0=913941616
P2, tp=22, ts=22, x0=912236717
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=100122544
P2, tp=22, ts=22, x0=746929292
P0, tp=22, ts=22, x0=407594084
P0, tp=22, ts=22, x0=230489810
P1, tp=22, ts=22, x0=143074998
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=162970005
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=863118081
P0, tp=22, ts=22, x0=631568718
P1, tp=22, ts=22, x0=421726920
P0, tp=22, ts=22, x0=474016375
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=146760125
P0, tp=22, ts=22, x0=354214678
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=183443088
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=361439535
P0, tp=22, ts=22, x0=930669720
P2, tp=22, ts=22, x0=597632925
P2, tp=22, ts=22, x0=401263287
P2, tp=22, ts=22, x0=169155901
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=157168556
P2, tp=22, ts=22, x0=157168556
P1, tp=22, ts=22, x0=466855386
P2, tp=22, ts=22, x0=203816467
P0, tp=22, ts=22, x0=1352172
P2, tp=22, ts=22, x0=743208592
P0, tp=22, ts=22, x0=284825255
P2, tp=22, ts=22, x0=793021641
P2, tp=22, ts=22, x0=882805548
P0, tp=22, ts=22, x0=54517853
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=938839488
P2, tp=22, ts=22, x0=963003125
P0, tp=22, ts=22, x0=973771646
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=776889371
P2, tp=22, ts=22, x0=848937465
P1, tp=22, ts=22, x0=504439106
P0, tp=22, ts=22, x0=595704073
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=121760317
P0, tp=22, ts=22, x0=271744862
P0, tp=22, ts=22, x0=850089323
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=459927216
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=460661346
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=756106264
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=421726920
P1, tp=22, ts=22, x0=238155935
P2, tp=22, ts=22, x0=474016375
P0, tp=22, ts=22, x0=407594084
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=756946741
P0, tp=22, ts=22, x0=54517853
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=183443088
P1, tp=22, ts=22, x0=750577458
P2, tp=22, ts=22, x0=579219454
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=54517853
P0, tp=22, ts=22, x0=474016375
P2, tp=22, ts=22, x0=829055351
P0, tp=22, ts=22, x0=805442541
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=504439106
P0, tp=22, ts=22, x0=818761493
P0, tp=22, ts=22, x0=162970005
P1, tp=22, ts=22, x0=743208592
P2, tp=22, ts=22, x0=520101733
P2, tp=22, ts=22, x0=407594084
P2, tp=22, ts=22, x0=354214678
P1, tp=22, ts=22, x0=466855386
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=334617098
P0, tp=22, ts=22, x0=616702413
P0, tp=22, ts=22, x0=238155935
P0, tp=22, ts=22, x0=750577458
P1, tp=22, ts=22, x0=517602022
P2, tp=22, ts=22, x0=27658496
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=422752506
P0, tp=22, ts=22, x0=354214678
P0, tp=22, ts=22, x0=835890132
P0, tp=22, ts=22, x0=361439535
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=818761493
P2, tp=22, ts=22, x0=146760125
P0, tp=22, ts=22, x0=157168556
P0, tp=22, ts=22, x0=238155935
P0, tp=22, ts=22, x0=162970005
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=756946741
P2, tp=22, ts=22, x0=238155935
P0, tp=22, ts=22, x0=629154905
P2, tp=22, ts=22, x0=294093012
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=337479393
P0, tp=22, ts=22, x0=217982380
P0, tp=22, ts=22, x0=89646156
P0, tp=22, ts=22, x0=746929292
P0, tp=22, ts=22, x0=894140986
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=14912426
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=973771646
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=112764350
P1, tp=22, ts=22, x0=755033784
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=756106264
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=768196445
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=973771646
P0, tp=22, ts=22, x0=552560175
P0, tp=22, ts=22, x0=938839488
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=89646156
P2, tp=22, ts=22, x0=361439535
P1, tp=22, ts=22, x0=361439535
P1, tp=22, ts=22, x0=321370959
P0, tp=22, ts=22, x0=863118081
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=844228779
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=365397046
P1, tp=22, ts=22, x0=977413822
P1, tp=22, ts=22, x0=459050696
P0, tp=22, ts=22, x0=504439106
P2, tp=22, ts=22, x0=517602022
P1, tp=22, ts=22, x0=238155935
P1, tp=22, ts=22, x0=354214678
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=421726920
P1, tp=22, ts=22, x0=848937465
P0, tp=22, ts=22, x0=776889371
P2, tp=22, ts=22, x0=517602022
P1, tp=22, ts=22, x0=354214678
P1, tp=22, ts=22, x0=652255715
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=337479393
P1, tp=22, ts=22, x0=855910067
P2, tp=22, ts=22, x0=169155901
P2, tp=22, ts=22, x0=805442541
P1, tp=22, ts=22, x0=973771646
P1, tp=22, ts=22, x0=459050696
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=327979944
P0, tp=22, ts=22, x0=1352172
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=284825255
P2, tp=22, ts=22, x0=365397046
P1, tp=22, ts=22, x0=470838247
P2, tp=22, ts=22, x0=169155901
P2, tp=22, ts=22, x0=969710850
P1, tp=22, ts=22, x0=805442541
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=143074998
P0, tp=22, ts=22, x0=65207640
P0, tp=22, ts=22, x0=466855386
P0, tp=22, ts=22, x0=294093012
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=316173402
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=121760317
P0, tp=22, ts=22, x0=365397046
P1, tp=22, ts=22, x0=407594084
P2, tp=22, ts=22, x0=912236717
P2, tp=22, ts=22, x0=217982380
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=460721604
P2, tp=22, ts=22, x0=829055351
P1, tp=22, ts=22, x0=227903364
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=616702413
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=268538251
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=169155901
P2, tp=22, ts=22, x0=112764350
P1, tp=22, ts=22, x0=340534782
P1, tp=22, ts=22, x0=894140986
P2, tp=22, ts=22, x0=294093012
P1, tp=22, ts=22, x0=466855386
P0, tp=22, ts=22, x0=743208592
P0, tp=22, ts=22, x0=217982380
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=255512503
P2, tp=22, ts=22, x0=157168556
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=346761683
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=743208592
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=403668273
P1, tp=22, ts=22, x0=609865156
P1, tp=22, ts=22, x0=973771646
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=278943107
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=385838201
P2, tp=22, ts=22, x0=489694900
P1, tp=22, ts=22, x0=805442541
P2, tp=22, ts=22, x0=930669720
P2, tp=22, ts=22, x0=201811868
P1, tp=22, ts=22, x0=906600570
P3, tp=22, ts=22
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=112764350
P0, tp=22, ts=22, x0=340534782
P1, tp=22, ts=22, x0=337479393
P2, tp=22, ts=22, x0=121760317
P1, tp=22, ts=22, x0=268538251
P1, tp=22, ts=22, x0=489694900
P1, tp=22, ts=22, x0=818761493
P2, tp=22, ts=22, x0=169155901
P1, tp=22, ts=22, x0=255512503
P1, tp=22, ts=22, x0=597632925
P2, tp=22, ts=22, x0=338557815
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=642262879
P2, tp=22, ts=22, x0=796907427
P1, tp=22, ts=22, x0=850089323
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=365397046
P0, tp=22, ts=22, x0=850089323
P1, tp=22, ts=22, x0=100122544
P1, tp=22, ts=22, x0=645084791
P1, tp=22, ts=22, x0=827625088
P2, tp=22, ts=22, x0=552560175
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=227903364
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=629159188
P0, tp=22, ts=22, x0=255512503
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=835890132
P2, tp=22, ts=22, x0=977413822
P1, tp=22, ts=22, x0=65207640
